"Ticket ID","Subject","Full_Ticket_Text","Issue Type","Assigned Team","Severity"
453,"Router rebooting spontaneously","The main network router for the entire campus is spontaneously rebooting every few hours, causing massive network disruptions. Hardware failure suspected.","Network","Networking","Critical"
454,"Database server high transaction time","Transaction commit times on the main database are extremely high (over 2 seconds per commit). This is degrading application performance significantly.","Database","Database Ops","High"
455,"PowerPoint slides missing embedded video","A PowerPoint presentation that previously contained an embedded video now shows a black box and an error message when opened.","Software","Application Support","Low"
456,"Broken laptop screen bezel","The plastic bezel around my laptop screen is cracked and separating from the screen assembly.","Hardware","Desktop Support","Low"
457,"User needs access to retired application data","User J. Miller needs read-only access to the database tables of the retired 'Archived_Project' application for a final audit.","Account/Access","Security & Access","Low"
458,"Site-to-site VPN tunnel constantly dropping","The site-to-site VPN tunnel between the main office and the primary branch office drops and reconnects every 30-60 minutes.","Network","Networking","High"
459,"Database server failing to start after update","The database server failed to start the service after a mandatory operating system patch was applied this morning. Critical outage.","Database","Database Ops","Critical"
460,"Microsoft OneNote sync failure","OneNote notebooks are failing to sync between my desktop and mobile devices. Sync errors persist despite manual attempts.","Software","Application Support","Low"
461,"Faulty projector lamp dimming","The projector lamp is significantly dimmer than usual, even though it is a relatively new bulb. Projector requires calibration or hardware inspection.","Hardware","Desktop Support","Medium"
462,"Need to provision accounts for merger employees","We need to provision 150 new user accounts for employees joining from a merged company. Spreadsheet with details is attached.","Account/Access","Security & Access","Medium"
463,"High number of connection resets on firewall","The firewall is reporting an abnormally high number of connection resets, suggesting an aggressive security policy or a bug in the appliance.","Network","Networking","High"
464,"Database server tempdb filling up","The tempdb on the SQL Server instance is constantly filling up the entire drive space due to large, unoptimized temporary table creation by a user query.","Database","Database Ops","High"
465,"Custom application reporting inconsistent permissions","Two different users with the same security group membership have different permissions in the custom application. Permissions matrix seems corrupted.","Software","Application Support","Medium"
466,"Desktop PC won't wake from sleep","My desktop PC enters sleep mode but cannot be woken up by mouse, keyboard, or power button press. Requires a hard reboot every time.","Hardware","Desktop Support","Medium"
467,"Need to change service account's SPN","The Service Principal Name (SPN) for the `SVC_Web_FrontEnd` service account needs to be updated for Kerberos authentication to work correctly.","Account/Access","Security & Access","High"
468,"DNS records not updating on internal server","When I update a DNS A record on the primary server, the change does not replicate or update on the secondary DNS server.","Network","Networking","Medium"
469,"Database server security vulnerability detected","A recent security scan flagged a critical vulnerability (SQL Injection) on the public-facing database server. Immediate patching or isolation is required.","Database","Database Ops","Critical"
470,"VDI desktop freezing intermittently","My Virtual Desktop Infrastructure (VDI) session freezes completely for 5-10 seconds every few minutes. This is severely hindering productivity.","Software","Application Support","High"
471,"Broken laptop speaker grill","The protective metal grill over the left laptop speaker is dented, causing a slight vibration noise during audio playback.","Hardware","Desktop Support","Low"
472,"Temporary access for external auditors","Need to create temporary, read-only accounts for 10 external auditors to access compliance systems for 7 days. Accounts must expire automatically.","Account/Access","Security & Access","Medium"
473,"Excessive packet fragmentation on link","Network monitoring is alerting on excessive packet fragmentation on the link to the accounting department. Causing severe retransmission and slow throughput.","Network","Networking","Medium"
474,"Database server high wait times for logs","The database server is spending an excessive amount of time waiting for transaction log file writes (high `WRITELOG` wait types). Storage issue suspected.","Database","Database Ops","High"
475,"Web application form submission failure","Users are unable to successfully submit data via the main contact form on the company website. The form returns a generic error.","Software","Application Support","Medium"
476,"Faulty monitor tilt mechanism","The tilt mechanism on my monitor stand is broken, and the screen keeps drooping forward. Cannot be secured in position.","Hardware","Desktop Support","Low"
477,"Need to disable a manager's account for leave","Manager A. Smith is going on extended leave. Her account needs to be temporarily disabled and her email set to auto-reply until her return date.","Account/Access","Security & Access","Low"
478,"New access point not authenticating users","A recently installed wireless access point (AP-40) is broadcasting the Wi-Fi signal but fails to authenticate any user connections.","Network","Networking","Low"
479,"Data retention policy violation - manual delete required","The automated data retention job failed to delete old customer records, leading to a compliance violation. Manual data deletion script and validation required.","Database","Database Ops","High"
480,"Cloud application integration failure","The newly implemented integration between our ERP system and the Azure cloud application is failing with a recurring API handshake error.","Software","Application Support","High"
481,"Desktop PC internal rattling noise","My desktop PC is emitting a loose rattling noise from inside the case. Likely a loose cable or component.","Hardware","Desktop Support","Low"
482,"MFA enrollment required for new device","I have a new mobile device and need to enroll it for MFA. My old device is no longer available.","Account/Access","Security & Access","Low"
483,"Main office switch port failure","Port 24 on the main distribution switch failed this morning. The connected device is now offline. Requires a patch panel change or switch replacement.","Network","Networking","Medium"
484,"Corruption in non-clustered index","A recent audit detected corruption in a non-clustered index on the `Transactions` table. Needs immediate index rebuild to restore performance.","Database","Database Ops","Medium"
485,"Legacy application compatibility mode failure","The legacy application is failing to run, even when explicitly set to Windows 7 compatibility mode.","Software","Application Support","Low"
486,"Laptop camera sliding shutter broken","The physical privacy shutter over my laptop camera is broken and cannot be moved to cover the lens.","Hardware","Desktop Support","Low"
487,"Need to change user's security level","User B. Clark's security level needs to be downgraded from 'Level 3' to 'Level 2' due to a role change. Needs confirmation across all systems.","Account/Access","Security & Access","Medium"
488,"Network link between server racks offline","The 10Gb network link between Server Rack A and Server Rack B is showing as physically disconnected. Critical server traffic affected.","Network","Networking","Critical"
489,"Excessive database log backups created","The system suddenly began generating transaction log backups every minute, flooding the backup directory and consuming disk space rapidly.","Database","Database Ops","High"
490,"Desktop application license limit exceeded","When trying to launch the 'Engineering Design' application, I get an error that the concurrent user license limit has been reached.","Software","Application Support","Medium"
491,"Faulty keyboard backlight on laptop","The keyboard backlight on my laptop no longer turns on. This is critical for working in low-light conditions.","Hardware","Desktop Support","Low"
492,"Request to delete unused security group","The security group 'Project_Delta_Users' is no longer in use. Requesting it be deleted from Active Directory.","Account/Access","Security & Access","Low"
493,"High rate of firewall dropped packets","The main firewall is dropping a high percentage of legitimate, expected packets for internal traffic. Possible ACL misconfiguration.","Network","Networking","High"
494,"Database performance degradation after server reboot","The database server performance is significantly worse than before a mandatory server reboot last night. Performance counters need analysis.","Database","Database Ops","Medium"
495,"Azure DevOps integration failure","The integration between our local Git repository and Azure DevOps (formerly TFS) is failing to push code updates with a recurring timeout error.","Software","Application Support","High"
496,"Broken monitor stand swivel","The swivel joint on my monitor stand is broken, and the monitor constantly rotates to the right. Needs a stand replacement.","Hardware","Desktop Support","Low"
497,"Need emergency access to server logs","I require emergency read-only access to the `/var/log` directory on the production web server to troubleshoot a service failure.","Account/Access","Security & Access","High"
498,"Routing asymmetry causing slow connection","Network analysis suggests traffic is taking different, unequal paths in and out of the network, causing some connections to timeout or be extremely slow.","Network","Networking","Medium"
499,"Database server completely unresponsive","The main production database server is completely unresponsive to network pings or service requests. All applications relying on it are down.","Database","Database Ops","Critical"
500,"Microsoft Excel macro security alert","The default security settings in Excel are now blocking all trusted macros from running, which prevents a critical finance spreadsheet from functioning.","Software","Application Support","Medium"
501,"Wi-Fi completely down in Conference Room B","The wireless access point in Conference Room B is completely offline. Multiple users are unable to connect for a scheduled client meeting.","Network","Networking","High"
502,"Cannot log into Azure DevOps portal","My credentials for the main corporate login portal are rejected when I try to access Azure DevOps. It works for email, but not the dev portal.","Account/Access","Security & Access","Medium"
503,"Excel not saving changes to shared file","When multiple people try to edit a single Excel file on the shared drive, it often fails to save or overwrites others' changes.","Software","Application Support","Medium"
504,"Laptop battery health critical","My laptop is showing a service notification that the battery health is severely degraded. It only lasts about 45 minutes unplugged now.","Hardware","Desktop Support","Medium"
505,"Database server high transaction log usage","The transaction log on the primary database is growing uncontrollably and consuming all available disk space. Needs urgent log management.","Database","Database Ops","Critical"
506,"Intermittent Wi-Fi on 4th floor west wing","Users in the west wing of the 4th floor are reporting that the Wi-Fi connection drops every 5 minutes and then reconnects automatically.","Network","Networking","Medium"
507,"Forgot password for vendor portal","I need a password reset for the 'LogisticsPro' vendor portal. The self-service reset link is not working.","Account/Access","Security & Access","Low"
508,"Printer driver needs update for Windows 11","The current print driver for the 'Marketing Color' printer is incompatible with my new Windows 11 machine, causing print job failures.","Hardware","Desktop Support","Low"
509,"Outlook keeps asking for password","The Outlook desktop client constantly pops up a dialog box asking for my password, even though I enter it correctly every time.","Software","Application Support","Medium"
510,"Slow query performance on reporting database","The reporting database queries are running extremely slowly. Suspect high index fragmentation or stale statistics after the last data load.","Database","Database Ops","Medium"
511,"Weak Wi-Fi signal in the break room","The Wi-Fi signal in the employee break room is very weak, making it impossible to join any video calls from that area.","Network","Networking","Low"
512,"Temporary access for new contractor","I need to provision a temporary account for contractor A. Baker for 30 days. Needs access to shared drive and email only.","Account/Access","Security & Access","Low"
513,"Desktop monitor cable fraying","The DisplayPort cable connecting my monitor to the docking station is visibly frayed near the connector. Needs replacement due to potential failure.","Hardware","Desktop Support","Low"
514,"Custom application displaying incorrect currency","The main ERP application is incorrectly displaying all currency values as USD instead of EUR for our European office.","Software","Application Support","High"
515,"Network switch high utilization","Network monitoring is flagging a distribution switch in the server room running at 90% utilization constantly. Possible bottleneck or loop.","Network","Networking","High"
516,"User locked out of multiple systems","User M. Chen is locked out of both Active Directory and the internal CRM application. Needs both accounts unlocked.","Account/Access","Security & Access","Medium"
517,"Monitor displaying lines/artifacts","My primary desktop monitor is showing vertical colored lines across the screen. Suspect graphics card or panel failure.","Hardware","Desktop Support","Medium"
518,"Database server I/O bottleneck","Database performance is severely degraded due to extreme I/O wait times, indicating the storage subsystem is struggling to keep up with demand.","Database","Database Ops","Critical"
519,"VPN client not establishing connection","My VPN client software fails to establish a connection to the corporate network with a 'Gateway Timeout' error.","Network","Networking","Medium"
520,"Zoom app mic and speaker configuration lost","Every time I restart my computer, the Zoom application loses its default microphone and speaker settings.","Software","Application Support","Low"
521,"Need access to retired project folder","I need read-only access to the `Archived_Q1_2023` project folder to pull historical cost data. Access was revoked 6 months ago.","Account/Access","Security & Access","Low"
522,"Faulty docking station USB port","The USB-A port on the front of my docking station is physically loose and fails to recognize any connected devices.","Hardware","Desktop Support","Low"
523,"Slow network speed company-wide today","The entire network, both wired and wireless, is noticeably slow today. General browsing is frustratingly slow.","Network","Networking","Medium"
524,"ETL job failing due to temporary table creation","The nightly ETL process is failing because it cannot create large temporary tables in the database (TempDB full).","Database","Database Ops","High"
525,"Google Chrome constantly crashing on startup","Google Chrome crashes immediately upon launch on my workstation. I've tried reinstalling it with no success.","Software","Application Support","Medium"
526,"Headset volume control broken","The in-line volume control on my wired headset no longer adjusts the audio level.","Hardware","Desktop Support","Low"
527,"MFA token out of sync","My time-based one-time password (TOTP) is consistently rejected during login, suggesting my mobile token is out of sync with the server time.","Account/Access","Security & Access","Medium"
528,"External website blocked by firewall","The internal firewall is blocking access to a new, legitimate software vendor's website that we need to use for a project.","Network","Networking","Low"
529,"Database server failover failure","The database high-availability cluster failed over last night, but the process failed, leaving both nodes in a disconnected state.","Database","Database Ops","Critical"
530,"Adobe Photoshop won't open files","Adobe Photoshop is giving a 'File type not supported' error when trying to open standard JPEG and PNG images.","Software","Application Support","Medium"
531,"Wi-Fi password needs rotation","The corporate Wi-Fi password has been in use for over a year. Requesting a scheduled rotation for security purposes.","Network","Networking","Medium"
532,"Need to change employee's primary AD email","Employee T. Smith's primary email address needs to be changed due to a departmental reorganization.","Account/Access","Security & Access","Medium"
533,"Laptop hinge squeaking loudly","The screen hinge on my Dell laptop is making a very loud squeaking noise every time I open or close the lid.","Hardware","Desktop Support","Low"
534,"High CPU load on application server","The main application server is running at 100% CPU utilization, causing 500 errors for end-users. Application team needs to check code, I need to check infrastructure.","Software","Application Support","High"
535,"Missing primary key on main table","A recent deployment accidentally dropped the primary key constraint on the `Orders` table, causing data integrity issues.","Database","Database Ops","Critical"
536,"Guest Wi-Fi not available","The guest Wi-Fi network is not visible in the list of available networks in the lobby area.","Network","Networking","Low"
537,"User requires temporary elevated permissions","I need temporary local administrator rights on my machine for 4 hours to troubleshoot a driver issue on a peripheral.","Account/Access","Security & Access","Low"
538,"Desktop PC making high-pitched whine","My desktop tower is emitting a high-pitched electronic whining sound, likely coil whine from the PSU or graphics card.","Hardware","Desktop Support","Low"
539,"Slow database connection for reporting tool","The connection from the BI tool to the production database is extremely slow, taking minutes to authenticate and load metadata.","Database","Database Ops","Medium"
540,"Microsoft Teams status stuck","My status in Microsoft Teams is stuck as 'In a Call' even though I am not in any meeting. Unable to receive messages.","Software","Application Support","Low"
541,"No Wi-Fi connectivity in the warehouse area","The wireless network is completely unavailable in the far end of the warehouse, impacting inventory scanners. Need to check access point coverage.","Network","Networking","Medium"
542,"Request to terminate account for resigned employee","Employee S. Miller resigned yesterday. Please ensure her account is disabled, access revoked, and mailbox put on hold.","Account/Access","Security & Access","High"
543,"External mouse sensor failing","The laser sensor on my wired mouse is failing; the cursor moves erratically or sometimes stops completely.","Hardware","Desktop Support","Low"
544,"Network switch port constantly disconnecting","Port 5 on Switch A03 is frequently flapping (going up/down), causing the connected workstation to lose network access randomly.","Network","Networking","Medium"
545,"Power Automate flow failing due to expired credentials","A critical Power Automate flow that manages HR approvals is failing due to expired credentials in the connection settings.","Software","Application Support","Medium"
546,"Laptop charger cable fraying","The rubber casing on my laptop charging cable is split near the magnetic connector, exposing the internal wires. Safety concern.","Hardware","Desktop Support","Low"
547,"Need to change AD group membership","I need to be removed from the 'Project_Legacy' group and added to the 'Project_New' group for my current role.","Account/Access","Security & Access","Low"
548,"High latency to internal file server","Accessing any files on the main file server is taking 10-15 seconds to load, even for small files. Network congestion suspected.","Network","Networking","Medium"
549,"Database server disk space low on logs drive","The dedicated drive for database transaction logs is critically low on space (under 2GB). Need urgent log backup and disk cleanup.","Database","Database Ops","High"
550,"Outlook calendar notifications not appearing","I am not receiving any desktop notifications for upcoming meetings in Outlook. The sound works, but the pop-up does not display.","Software","Application Support","Low"
551,"Wi-Fi authentication failure on Macbooks","All Macbook users in the design department are unable to connect to the corporate Wi-Fi; authentication fails with a certificate error.","Network","Networking","High"
552,"User requires access to specific software license","I need to be added to the concurrent license pool for the 'Data Analyzer Pro' software. Current status is 'License Not Found'.","Account/Access","Security & Access","Medium"
553,"Broken cable on server patch panel","A patch cable leading from the main switch to a critical server is physically damaged in the patch panel. Needs replacement and re-punching.","Hardware","Desktop Support","Medium"
554,"DNS resolution failing for a specific subdomain","Internal users cannot resolve the address `docs.internal.company.com`. All other internal DNS lookups work fine.","Network","Networking","Medium"
555,"Web application login button unresponsive","The main login button on the internal web application is visually there but does nothing when clicked. Users cannot sign in.","Software","Application Support","Medium"
556,"Monitor stand broken, cannot adjust height","The pneumatic arm on my monitor stand is broken, and the monitor is stuck at the lowest possible height.","Hardware","Desktop Support","Low"
557,"Need to reset user's MFA method","User J. Doe lost her phone and needs her primary multi-factor authentication method reset and re-enrolled.","Account/Access","Security & Access","Medium"
558,"BGP peering session failed with ISP","The BGP peering session with our primary Internet Service Provider failed this morning. All internet traffic is currently on the secondary link.","Network","Networking","Critical"
559,"Slow database reads after data purge","After purging historical data last month, the read operations on the main table are now slower. Suspect index statistics issue.","Database","Database Ops","Medium"
560,"File Explorer keeps crashing in Windows 11","When I try to browse a network share, File Explorer crashes and restarts immediately. Happens every time.","Software","Application Support","Low"
561,"Wi-Fi constantly drops during video calls","My Wi-Fi connection is stable for everything except video conferencing, where it drops the signal every few minutes.","Network","Networking","Medium"
562,"Need to change primary group membership for user","User P. Jones is incorrectly assigned to the 'Contractor' primary group. Needs to be moved to the 'Full-Time Employee' primary group.","Account/Access","Security & Access","Low"
563,"Laptop webcam driver missing","The integrated laptop webcam is no longer recognized by Windows. Device Manager shows a missing driver.","Hardware","Desktop Support","Low"
564,"High latency to external cloud service","We are seeing 400ms+ latency when connecting to our external cloud database platform (Azure/AWS). Investigation of WAN required.","Network","Networking","High"
565,"Custom ERP application generating wrong reports","The financial closing report generated by the custom ERP is producing numbers that are incorrect by a large margin. High-impact software bug.","Software","Application Support","Critical"
566,"Cracked desktop monitor bezel","The plastic bezel (frame) around the screen of my secondary monitor is cracked and coming loose.","Hardware","Desktop Support","Low"
567,"Account suspended due to policy violation","My account was automatically suspended for a policy violation I was not aware of. Need clarification and account reactivation.","Account/Access","Security & Access","Medium"
568,"Intermittent connectivity in server room rack","Servers in Rack C are experiencing intermittent network connectivity issues. Suspect a failing top-of-rack switch.","Network","Networking","High"
569,"Long-running query holding locks","A single, high-resource query has been running for 6 hours and is holding locks that are blocking all critical database write operations.","Database","Database Ops","Critical"
570,"Microsoft Word spelling/grammar check not working","The built-in spelling and grammar check feature in Word is completely disabled and cannot be turned back on.","Software","Application Support","Low"
571,"Wi-Fi coverage dead zone in new office expansion","The new wing of the building has no Wi-Fi coverage whatsoever. Access points need to be deployed and configured in this area.","Network","Networking","Medium"
572,"Temporary guest account extension needed","The temporary guest Wi-Fi account for client 'Acme Corp' is expiring tomorrow. Need a 7-day extension.","Account/Access","Security & Access","Low"
573,"Laptop keyboard 'D' key sticky","The 'D' key on my laptop keyboard is sticky and slow to respond after a small liquid spill.","Hardware","Desktop Support","Low"
574,"WAN link saturation during backups","The WAN link to the disaster recovery site is hitting 100% utilization every night during the scheduled offsite backup window.","Network","Networking","Medium"
575,"Adobe Illustrator crashing on text input","The Illustrator application crashes immediately whenever I try to use the text tool and type anything.","Software","Application Support","Medium"
576,"Faulty CPU fan on desktop","The main CPU fan on my desktop is making a loud grinding noise and running slower than expected. Possible overheating risk.","Hardware","Desktop Support","Medium"
577,"Bulk password reset failure","The script for the mandatory quarterly bulk password reset failed to process 50 user accounts with a 'Permission Denied' error.","Account/Access","Security & Access","High"
578,"Router is discarding packets due to high utilization","The main corporate router is reporting that it is discarding packets due to excessive CPU utilization. Performance is severely degraded.","Network","Networking","Critical"
579,"Database schema changes failing deployment","The automated deployment script for new database schema changes is failing to execute correctly in the staging environment.","Database","Database Ops","Medium"
580,"VDI session randomly disconnecting","My Virtual Desktop Infrastructure session randomly disconnects several times an hour, requiring me to log back in and restart my work.","Software","Application Support","High"
581,"Wi-Fi speed inconsistent between devices","My phone gets high Wi-Fi speed, but my laptop gets extremely slow speed when connected to the same access point.","Network","Networking","Low"
582,"Need to revoke external consultant's database access","External consultant B. Johnson has completed their contract. Please revoke all their access to the QA and Dev databases.","Account/Access","Security & Access","Medium"
583,"Desktop power button stuck","The physical power button on my desktop PC is stuck in the 'on' position. I cannot manually shut down the computer without pulling the plug.","Hardware","Desktop Support","Low"
584,"Intermittent VPN disconnections from Europe","Users connecting to the VPN from our European offices are reporting frequent disconnections. US users are unaffected.","Network","Networking","Medium"
585,"Salesforce report export failing to CSV","When attempting to export large reports from Salesforce to CSV format, the export job fails every time with a timeout error.","Software","Application Support","Medium"
586,"Monitor has permanent scratch mark","There is a long, visible scratch mark across the center of my secondary monitor screen. Needs replacement.","Hardware","Desktop Support","Low"
587,"Temporary admin access required for server patch","I need temporary local administrator rights on Server-QA-05 for 2 hours to apply a critical security patch.","Account/Access","Security & Access","High"
588,"Network switch fan making grinding noise","The cooling fan on the core network switch is making a loud, continuous grinding noise. Needs replacement to prevent overheating.","Network","Networking","High"
589,"Audit logs show excessive failed connection attempts","Security audit logs show an unusual number of failed connection attempts to the production database from a single application server.","Database","Database Ops","High"
590,"Office 365 license conflict for user","User A. Green is receiving an error stating she has too many Office 365 licenses assigned, preventing her from using the desktop apps.","Software","Application Support","Low"
591,"Wi-Fi authentication failed after password change","After the mandatory password change, my laptop is now failing to authenticate to the Wi-Fi. It worked immediately before the change.","Network","Networking","Low"
592,"User unable to access shared calendar","User T. Miller is unable to access the 'Team Events' shared calendar in Outlook. Permissions appear correct in Exchange.","Account/Access","Security & Access","Low"
593,"Cracked laptop screen bezel","The plastic trim around my laptop screen is cracked near the webcam.","Hardware","Desktop Support","Low"
594,"Network traffic spiking at 10 AM daily","Network monitoring shows a massive spike in internal network traffic every day at exactly 10:00 AM, lasting 15 minutes. Unknown cause.","Network","Networking","Medium"
595,"Custom HR application generates incorrect data","The custom HR system is generating incorrect yearly bonus calculations for all employees. Critical data bug.","Software","Application Support","Critical"
596,"Mouse scroll wheel click button broken","The middle-click function of my mouse scroll wheel is broken. The scrolling function works fine.","Hardware","Desktop Support","Low"
597,"Need to provision a new user in three systems","New hire A. Adams needs accounts created and provisioned in Active Directory, Concur, and the internal Wiki system.","Account/Access","Security & Access","Low"
598,"Fiber link between offices down","The dedicated fiber link connecting the Boston and New York offices is showing a full loss of light (link down). Critical cross-office service failure.","Network","Networking","Critical"
599,"Database server restart loop","The database server is caught in a boot loop, restarting every 5 minutes. Logs indicate a potential kernel panic after a recent driver update.","Database","Database Ops","Critical"
600,"Adobe Creative Cloud desktop application won't launch","The Creative Cloud desktop application is failing to launch. Users cannot update or manage their Adobe apps.","Software","Application Support","Medium"
601,"Wireless access point coverage limited","The Wi-Fi signal is only strong right under the access point. A few feet away, the signal drops to near zero. AP power levels need adjustment.","Network","Networking","Medium"
602,"Temporary account extension needed for auditor","External auditor T. Green's temporary account is set to expire in 2 hours. Need an extension until the end of the week (3 days).","Account/Access","Security & Access","Low"
603,"Broken laptop screen hinge","The right-side hinge on my laptop is loose and makes it difficult to keep the screen open at certain angles.","Hardware","Desktop Support","Medium"
604,"VLAN configuration issue affecting IP phones","IP desk phones in the Accounting department are not receiving IP addresses from the correct VLAN, causing them to fail registration.","Network","Networking","High"
605,"Custom inventory application freezing","The custom inventory tracking application freezes for 30 seconds every time a user scans a barcode. High-impact productivity issue.","Software","Application Support","High"
606,"External hard drive not spinning up","My external USB hard drive is plugged in but not spinning up or being recognized by the operating system.","Hardware","Desktop Support","Low"
607,"Need to change user's password to non-expiring","The password for user `SVC_Billing` needs to be changed and set to never expire. Policy override required.","Account/Access","Security & Access","High"
608,"High latency when accessing internal website","Accessing the internal SharePoint website is taking 20-30 seconds to load. Other internal resources are fine.","Network","Networking","Medium"
609,"Database corruption in QA environment","The QA database environment has experienced data corruption and needs to be urgently restored from the latest clean Production backup.","Database","Database Ops","Medium"
610,"Microsoft PowerPoint slides showing blurry text","When viewing a PowerPoint presentation in slide-show mode, the text appears blurry and pixelated.","Software","Application Support","Low"
611,"Wi-Fi disconnects on specific AP only","My laptop constantly disconnects when connected to Access Point AP-07, but works fine on all neighboring access points.","Network","Networking","Low"
612,"User is locked out of SAP system","User P. Miller is locked out of the SAP ERP system after multiple incorrect login attempts. Please unlock the account.","Account/Access","Security & Access","Low"
613,"Faulty USB-C port on desktop tower","The front-panel USB-C port on my desktop tower is physically broken and won't accept a cable.","Hardware","Desktop Support","Low"
614,"DHCP scope exhaustion on remote site","The IP address pool for the DHCP server at the Chicago branch office is 99% utilized. New devices cannot get IPs. Needs urgent scope expansion.","Network","Networking","High"
615,"Teams background effects not working","The option to blur my background or use a custom image in Microsoft Teams video calls is grayed out and unavailable.","Software","Application Support","Low"
616,"Desktop PC won't power on","My desktop PC is completely dead. No lights, no fan spin. Suspect a failed PSU or motherboard.","Hardware","Desktop Support","High"
617,"Need to audit all accounts with elevated database rights","Requesting a full audit report of all users who have `db_owner` or `sysadmin` roles on any production database.","Account/Access","Security & Access","High"
618,"Core network uplink link flapping","The main fiber uplink connection to our internet router is constantly going down and coming back up. Service instability is severe.","Network","Networking","Critical"
619,"Database server high memory consumption","The database server is consuming all available physical memory, causing the OS to page heavily to disk. Needs query memory optimization.","Database","Database Ops","High"
620,"Windows update stuck on 'Downloading 0%'","The latest Windows feature update is stuck at 0% download progress for over 12 hours. The update service may be broken.","Software","Application Support","Medium"
621,"Wi-Fi performance degraded significantly","The entire corporate wireless network has been noticeably slower since this morning. Latency is high and throughput is low.","Network","Networking","Medium"
622,"New user cannot log into any application","New hire J. Brown's account was created but cannot log in to any company system. Account provisioning likely failed.","Account/Access","Security & Access","Medium"
623,"Missing desktop keyboard keycap","The 'Spacebar' keycap on my keyboard is missing/broken. Need a replacement keyboard.","Hardware","Desktop Support","Low"
624,"Intermittent connectivity issues on 2nd floor","Users on the 2nd floor are reporting random connectivity loss lasting 1-2 minutes every hour. Possible faulty switch or cable issue.","Network","Networking","Medium"
625,"VDI desktop audio input not working","The microphone input is not working within my VDI session, though the audio output is fine.","Software","Application Support","Low"
626,"Faulty graphics card artifacts on boot","The computer displays random green and red lines (artifacts) on the screen even during the BIOS startup screen. Graphics card failure suspected.","Hardware","Desktop Support","High"
627,"Need to provision a group of 10 temporary accounts","Requesting the creation of 10 temporary accounts (Temp_01 to Temp_10) for a training class next week. Accounts should expire in 5 days.","Account/Access","Security & Access","Low"
628,"DNS lookup times slow company-wide","All DNS lookups (both internal and external) are taking over 5 seconds to resolve. Internal DNS server likely overloaded or misconfigured.","Network","Networking","High"
629,"Database server showing excessive index fragmentation","Multiple core tables have severe index fragmentation (over 90%). Query performance is degraded. Needs maintenance.","Database","Database Ops","Medium"
630,"Web browser default homepage keeps resetting","My Microsoft Edge homepage keeps reverting to the Bing search engine, even after I manually change it to the company Intranet page.","Software","Application Support","Low"
631,"Wi-Fi coverage drops in the main lobby","The Wi-Fi signal is unavailable in the main lobby and reception area. Visitors cannot use the guest network.","Network","Networking","Medium"
632,"Password reset email not received","I attempted a password reset via the self-service portal, but the reset email never arrived in my inbox (I checked spam).","Account/Access","Security & Access","Low"
633,"Monitor screen flickering constantly","My primary monitor flickers black for a split second every 15-20 seconds. This is very distracting.","Hardware","Desktop Support","Medium"
634,"Firewall misconfiguration blocking internal traffic","A recent firewall change is inadvertently blocking inter-VLAN traffic between the HR and Finance subnets.","Network","Networking","High"
635,"CRM application unable to sync with Exchange","Our CRM application is failing to sync calendar and contact data with the corporate Exchange server. Integration is broken.","Software","Application Support","Medium"
636,"Projector making grinding noise","The projector in the large training room is making a loud, mechanical grinding noise when it is running.","Hardware","Desktop Support","Low"
637,"Need to change user's security token type","User T. Miller needs to change from a soft token (app) to a hard token (Yubikey) for MFA.","Account/Access","Security & Access","Medium"
638,"Core router rebooting spontaneously","The main distribution router for the office is rebooting itself without warning, causing a 5-minute outage every few hours.","Network","Networking","Critical"
639,"Database corruption detected on archive tables","Data corruption has been found in the historical data archive tables. Recovery and investigation of the corruption source needed.","Database","Database Ops","Critical"
640,"Microsoft Teams file download fails with network error","I am unable to download any files from any Microsoft Teams channel. The download fails with a generic 'Network Error'.","Software","Application Support","Low"
641,"Wi-Fi authentication failing for Android devices","All Android devices in the office are failing to connect to the corporate Wi-Fi network. iOS and laptops are unaffected.","Network","Networking","Medium"
642,"User cannot log into VPN - wrong password error","My VPN client gives a 'Wrong Password' error, but the password works for my desktop login. Need VPN credentials reset/synced.","Account/Access","Security & Access","Medium"
643,"Faulty mouse left-click button","The left-click button on my mouse requires excessive force to register a click.","Hardware","Desktop Support","Low"
644,"High packet loss on WAN link to Asia office","We are seeing 40%+ packet loss on the primary WAN link connecting to our Asian branch office. Services are unusable.","Network","Networking","Critical"
645,"Legacy application license expired","The license for the old 'Document Management System' expired last night. The system is completely locked down.","Software","Application Support","High"
646,"Desktop PC making rattling noise","My desktop PC is making a loose rattling noise, possibly from a fan or cable hitting a component.","Hardware","Desktop Support","Low"
647,"Need emergency AD account unlock","I am locked out of my corporate account and have an urgent client call in 5 minutes. Need immediate unlock.","Account/Access","Security & Access","Critical"
648,"Network latency spike during large file transfers","Whenever anyone copies a large file across the network, the latency for all other users spikes severely.","Network","Networking","Medium"
649,"Database transaction log filling rapidly","The transaction log file for the customer-facing database is filling up 1GB every 10 minutes. Needs urgent review of application transactions.","Database","Database Ops","Critical"
650,"PowerPoint presenter view failing","When connecting to a projector, the PowerPoint presenter view does not display on the laptop screen. Only the duplicate main slide is shown.","Software","Application Support","Medium"
651,"Wi-Fi coverage inconsistent in open office area","The Wi-Fi signal constantly fluctuates from full strength to one bar in the main open office area.","Network","Networking","Low"
652,"Request to deactivate unused service account","The service account `SVC_OldReporter` has not been used for 9 months. Please disable and schedule for deletion.","Account/Access","Security & Access","Low"
